1/CM,Line_intensity,global upper quanta,global lower quanta,local upper quanta,local lower quanta
2446.177437,4.079e-29,          0 2 0,          0 1 0,  9  5  5      ,  8  0  8      
2446.24147,3.551e-27,          0 1 0,          0 0 0,  9  7  3      ,  9  2  8      
2446.429893,1.74e-27,          0 1 0,          0 0 0, 14  7  8      , 13  4  9      
2446.66384,3.7e-26,          1 0 0,          0 1 0,  8  4  5      ,  7  1  6      
2446.857924,1.287e-29,          1 0 0,          0 1 0,  9  7  3      ,  9  4  6      
2447.326206,5.967e-28,          0 1 0,          0 0 0, 11 10  1      , 11  7  4      
2447.419548,2.123e-28,          0 1 0,          0 0 0, 11 10  2      , 11  7  5      
2447.886994,2.658e-29,          1 0 0,          0 1 0,  7  7  0      ,  7  4  3      
2448.283295,3.567e-28,          0 0 1,          0 1 0,  6  4  3      ,  6  0  6      
2448.571976,4.358e-29,          1 0 0,          0 1 0,  8  7  2      ,  8  4  5      
2448.76991,8.64e-28,          0 2 0,          0 0 0, 12  0 12      , 13  3 11      
2449.278831,5.241e-29,          0 1 1,          0 2 0,  4  4  0      ,  3  2  1      
2449.384339,8.264e-29,          0 1 0,          0 0 0, 14 12  2      , 13 11  3      
2449.384358,2.777e-28,          0 1 0,          0 0 0, 14 12  3      , 13 11  2      
2449.980861,2.628e-27,          0 2 0,          0 0 0, 12  1 12      , 13  2 11      
2450.155654,1.24e-26,          0 1 0,          0 0 0, 10  6  5      , 10  1 10      
2450.834065,2.756e-28,          0 0 1,          0 1 0, 10  4  6      , 10  2  9      
2451.036736,1.233e-28,          0 1 0,          0 0 0, 12 10  2      , 12  7  5      
2451.323202,2.12e-29,          1 1 0,          0 2 0,  9  3  6      ,  8  2  7      
2451.341508,3.469e-28,          0 1 0,          0 0 0, 12 10  3      , 12  7  6      
2451.627237,1.372e-29,          1 0 0,          0 0 0, 12  3 10      , 13  8  5      
2451.687467,5.373e-28,          0 1 0,          0 0 0, 12  8  4      , 12  3  9      
2451.84269,3.069e-27,          1 0 0,          0 1 0, 11  4  7      , 10  3  8      
2451.96005,3.08e-26,          0 0 1,          0 1 0,  7  4  3      ,  6  2  4      
2452.475325,3.335e-28,          0 2 0,          0 0 0,  9  1  9      , 10  4  6      
2452.596663,1.748e-29,          1 0 0,          0 1 0, 14  6  8      , 13  5  9      
2452.753052,2.614e-27,          0 1 0,          0 0 0, 11  8  3      , 11  3  8      
2453.14874,3.153e-28,          0 0 1,          0 1 0, 17  1 17      , 16  1 16      
2453.148812,1.044e-28,          0 0 1,          0 1 0, 17  0 17      , 16  0 16      
2453.315845,1.19e-29,          0 1 0,          0 0 0, 15 10  5      , 15  7  8      
2453.610322,1.514e-28,          0 1 0,          0 0 0, 13 10  3      , 13  7  6      
2454.246428,6.172e-29,          0 1 0,          0 0 0, 13 13  1      , 12 12  0      
2454.246437,1.852e-28,          0 1 0,          0 0 0, 13 13  0      , 12 12  1      
2454.321428,1.717e-29,          0 1 1,          0 2 0,  4  4  1      ,  3  2  2      
2454.416488,1.13e-29,          0 3 0,          0 1 0, 10  0 10      , 11  3  9      
2454.477296,5.097e-29,          0 1 0,          0 0 0, 13 10  4      , 13  7  7      
2454.583517,1.586e-29,          0 1 0,          0 0 0, 14 10  4      , 14  7  7      
2454.673336,1.024e-27,          0 0 1,          0 1 0,  8  3  5      ,  8  1  8      
2456.760638,4.879e-29,          0 1 0,          0 0 0, 14 10  5      , 14  7  8      
2457.067104,6.465e-27,          0 1 0,          0 0 0, 11  7  4      , 10  4  7      
2457.115532,3.363e-28,          0 1 0,          0 0 0, 14  6  8      , 14  1 13      
2457.255414,7.423e-28,          0 1 0,          0 0 0, 13  8  5      , 13  3 10      
2457.42503,1.426e-29,          1 0 0,          0 1 0, 12  6  7      , 12  3 10      
2457.887467,1.108e-29,          0 2 0,          0 1 0,  9  7  3      ,  8  4  4      
2457.993729,6.299e-29,          0 2 0,          0 0 0, 14  1 14      , 14  4 11      
2458.024931,1.989e-29,          0 2 0,          0 1 0, 15  2 13      , 14  1 14      
2458.052044,6.134e-28,          0 1 0,          0 0 0, 16  3 13      , 15  2 14      
2458.18111,2.148e-26,          0 1 0,          0 0 0,  7  6  1      ,  6  1  6      
2458.654037,2.084e-28,          0 1 0,          0 0 0, 15  7  9      , 14  4 10      
2459.003537,2.26e-28,          1 0 0,          0 1 0,  5  5  1      ,  4  2  2      
2459.359274,1.007e-27,          0 1 0,          0 0 0, 10  8  2      , 10  3  7      
2460.349947,2.159e-28,          0 1 1,          0 2 0,  6  2  4      ,  5  0  5      
2460.70034,1.782e-29,          0 1 0,          0 0 0, 18  5 13      , 17  4 14      
2460.819981,3.377e-27,          0 1 0,          0 0 0, 18  5 14      , 18  2 17      
2461.590354,4.221e-29,          0 1 0,          0 0 0, 16 11  6      , 15 10  5      
2461.593669,1.407e-29,          0 1 0,          0 0 0, 16 11  5      , 15 10  6      
2461.611343,4.72e-29,          0 2 0,          0 0 0, 12  4  9      , 13  7  6      
2462.780979,1.073e-26,          0 0 1,          0 1 0,  5  5  0      ,  4  3  1      
2462.815756,1.592e-27,          0 1 0,          0 0 0, 16  4 13      , 15  1 14      
2463.09707,4.49e-26,          0 1 0,          0 0 0, 10  5  6      ,  9  0  9      
2463.186134,3.848e-29,          0 3 0,          0 1 0, 10  1 10      , 11  2  9      
2463.331382,1.261e-29,          1 1 0,          0 2 0,  7  3  5      ,  6  0  6      
2463.35621,1.74e-26,          1 0 0,          0 1 0,  8  3  6      ,  7  0  7      
2463.8776,3.216e-26,          0 0 1,          0 1 0,  5  5  1      ,  4  3  2      
2464.40564,3.277e-26,          0 0 1,          0 1 0,  6  3  4      ,  5  1  5      
2464.58078,1.937e-29,          0 2 0,          0 0 0, 14  0 14      , 14  3 11      
2464.807466,1.372e-28,          0 1 1,          0 2 0,  5  3  3      ,  4  1  4      
2464.881137,4.393e-29,          0 2 0,          0 1 0,  9  7  2      ,  8  4  5      
2465.074642,1.439e-28,          0 2 0,          0 1 0,  8  6  3      ,  7  1  6      
2465.91123,3.83e-26,          0 0 1,          0 1 0,  6  4  3      ,  5  2  4      
2466.75333,6.934e-29,          0 1 1,          0 2 0,  7  3  4      ,  6  1  5      
2467.24528,3.012e-29,          0 1 1,          0 2 0,  5  4  1      ,  4  2  2      
2467.262808,9.899e-29,          0 0 1,          0 1 0,  6  5  2      ,  6  1  5      
2467.72466,3.623e-28,          0 2 0,          0 0 0,  7  1  6      ,  8  6  3      
2467.830352,9.513e-29,          0 0 1,          0 1 0,  5  5  1      ,  5  1  4      
2468.630402,2.428e-29,          0 0 1,          0 1 0, 18  1 18      , 17  1 17      
2468.631671,7.284e-29,          0 0 1,          0 1 0, 18  0 18      , 17  0 17      
2469.210677,8.19e-26,          0 0 1,          0 1 0,  8  4  4      ,  7  2  5      
2469.335456,3.218e-28,          0 1 0,          0 0 0, 17  4 13      , 16  3 14      
2469.496903,2.3e-27,          0 1 0,          0 0 0,  9  8  1      ,  9  3  6      
2469.56298,9.661e-29,          0 1 0,          0 0 0, 14  8  6      , 14  3 11      
2470.071874,1.951e-28,          0 1 0,          0 0 0, 15  7  8      , 15  2 13      
2470.650411,2.214e-28,          1 0 0,          0 1 0, 13  5  8      , 12  4  9      
2470.741889,1.372e-28,          0 2 0,          0 0 0, 11  0 11      , 11  5  6      
2471.12208,4.78e-26,          0 1 0,          0 0 0,  8  8  1      ,  7  5  2      
2471.31088,1.741e-26,          0 1 0,          0 0 0,  8  8  0      ,  7  5  3      
2472.482756,1.139e-29,          0 2 0,          0 0 0, 11  6  5      , 12  9  4      
2472.751181,1.521e-27,          1 0 0,          0 1 0,  6  5  2      ,  5  2  3      
2472.932101,3.998e-28,          0 0 1,          0 1 0,  7  5  3      ,  7  1  6      
2473.887655,7.218e-28,          1 0 0,          0 1 0,  5  5  0      ,  4  2  3      
2473.971263,1.924e-29,          0 2 0,          0 0 0, 15  2 13      , 16  5 12      
2474.351184,5.09e-29,          0 1 0,          0 0 0, 17  6 12      , 16  3 13      
2474.801317,1.432e-29,          0 1 0,          0 0 0, 15 12  4      , 14 11  3      
2474.801936,4.297e-29,          0 1 0,          0 0 0, 15 12  3      , 14 11  4      
2475.036207,1.484e-29,          0 2 0,          0 1 0, 10  7  4      ,  9  4  5      
2476.118073,1.769e-28,          0 1 0,          0 0 0, 16  7 10      , 15  4 11      
2477.077159,8.966e-27,          0 1 0,          0 0 0, 10  7  4      , 10  2  9      
2478.331807,7.188e-28,          0 0 1,          0 1 0,  7  4  4      ,  7  0  7      
2478.4447,2.038e-27,          1 0 0,          0 1 0, 10  3  7      ,  9  2  8      
2478.976887,2.269e-27,          0 1 0,          0 0 0, 13  5  8      , 13  0 13      
2479.112672,5.064e-27,          1 0 0,          0 1 0,  6  4  2      ,  5  1  5      
2479.543124,2.119e-29,          0 2 0,          0 0 0, 13  1 12      , 13  6  7      
2480.205441,4.535e-28,          0 1 0,          0 0 0, 13  6  7      , 12  3 10      
2480.262599,1.385e-29,          0 2 0,          0 0 0, 11  5  7      , 12  8  4      
2480.80028,3.028e-28,          0 1 0,          0 0 0,  8  8  0      ,  8  3  5      
2480.898616,8.47e-29,          0 1 1,          0 2 0,  5  4  2      ,  4  2  3      
2480.90627,4.41e-27,          1 0 0,          0 1 0,  9  4  6      ,  8  1  7      
2481.429576,1.12e-29,          0 1 0,          0 0 0, 14 13  1      , 13 12  2      
2481.429576,3.36e-29,          0 1 0,          0 0 0, 14 13  2      , 13 12  1      
2482.413996,1.049e-28,          0 1 1,          0 2 0,  6  4  2      ,  5  2  3      
2482.61007,8.86e-26,          0 0 1,          0 1 0,  8  3  5      ,  7  1  6      
2483.07894,4.53e-26,          0 0 1,          0 1 0,  6  5  1      ,  5  3  2      
2483.340886,1.098e-29,          1 0 0,          0 1 0,  9  8  1      ,  9  5  4      
2483.442281,1e-27,          0 2 0,          0 0 0,  7  0  7      ,  8  5  4      
2483.902085,1.55e-29,          0 0 1,          0 1 0, 19  1 19      , 18  1 18      
2484.232887,9.393e-28,          0 2 0,          0 0 0, 10  2  9      , 11  5  6      
2484.328621,3.383e-29,          0 2 0,          0 1 0,  6  6  0      ,  5  1  5      
2484.587319,9.328e-29,          0 2 0,          0 0 0, 11  3  9      , 12  6  6      
2484.645675,7.641e-28,          1 0 0,          0 1 0,  7  5  3      ,  6  2  4      
2484.939526,2.955e-29,          1 0 0,          0 1 0,  6  5  1      ,  6  0  6      
2485.042273,8.749e-29,          0 1 0,          0 0 0, 17  3 14      , 17  0 17      
2485.62547,6.58e-26,          0 1 0,          0 0 0, 10  6  5      ,  9  1  8      
2485.689202,1.15e-28,          0 0 1,          0 1 0,  8  5  4      ,  8  1  7      
2486.1688,3.077e-26,          0 0 1,          0 1 0,  7  2  5      ,  6  0  6      
2486.466128,1.223e-27,          0 1 0,          0 0 0, 12  7  5      , 11  4  8      
2486.665735,3.911e-29,          0 2 0,          0 0 0, 11  5  6      , 12  8  5      
2487.11867,1.477e-26,          0 0 1,          0 1 0,  6  5  2      ,  5  3  3      
2487.824333,2.96e-29,          0 1 0,          0 0 0, 17  4 14      , 17  1 17      
2488.174322,8.386e-29,          0 1 0,          0 0 0, 15  8  7      , 15  3 12      
2488.886974,7.342e-29,          0 1 0,          0 0 0, 16  2 14      , 15  1 15      
2489.320629,3.249e-28,          0 1 0,          0 0 0, 16  3 14      , 15  0 15      
2489.42565,5.406e-29,          0 1 0,          0 0 0, 17  5 13      , 16  2 14      
2489.934892,6.819e-28,          0 2 0,          0 0 0, 13  1 12      , 14  4 11      
2491.20422,1.41e-26,          0 0 1,          0 1 0,  9  4  5      ,  8  2  6      
2492.624757,4.172e-29,          0 2 0,          0 0 0, 11  4  8      , 12  7  5      
2492.954193,1.114e-27,          0 0 1,          0 1 0,  4  4  0      ,  3  0  3      
2495.426957,2.888e-29,          0 0 1,          0 1 0, 11  4  7      , 11  2 10      
2496.504525,1.93e-26,          0 1 0,          0 0 0,  9  8  2      ,  8  5  3      
2496.556407,3.217e-29,          0 1 1,          0 2 0,  7  4  3      ,  6  2  4      
2496.864464,3.34e-27,          1 0 0,          0 1 0,  8  5  4      ,  7  2  5      
2497.003271,2.625e-28,          0 2 0,          0 0 0, 13  2 12      , 14  3 11      
2497.249094,6.25e-26,          0 1 0,          0 0 0,  9  8  1      ,  8  5  4      
2497.68873,7.83e-26,          0 0 1,          0 1 0,  7  4  4      ,  6  2  5      
2497.964543,2.135e-29,          0 2 0,          0 0 0, 10  6  5      , 11  9  2      
2498.682194,5.56e-29,          1 1 0,          0 2 0,  8  4  5      ,  7  1  6      
2499.593299,1.128e-29,          0 1 0,          0 0 0, 17  7 11      , 16  4 12      
2500.03281,9.136e-27,          1 0 0,          0 1 0,  9  2  7      ,  8  1  8      
2500.330161,1.36e-26,          0 0 1,          0 1 0,  7  5  2      ,  6  3  3      
2502.5677,5.182e-28,          1 0 0,          0 1 0,  6  5  1      ,  5  2  4      
2502.662561,1.87e-29,          1 0 0,          0 1 0, 10  4  7      , 10  1 10      
2502.86456,1.995e-28,          1 0 0,          0 1 0, 12  4  8      , 11  3  9      
2504.809038,9.043e-29,          0 2 0,          0 0 0, 10  5  6      , 11  8  3      
2505.134941,2.216e-27,          0 1 0,          0 0 0, 11  6  6      , 11  1 11      
2505.377757,1.961e-28,          0 0 1,          0 1 0,  9  5  5      ,  9  1  8      
2507.137851,2.771e-27,          0 1 0,          0 0 0,  7  7  1      ,  6  2  4      
2507.230528,1.032e-26,          0 2 0,          0 0 0, 11  0 11      , 12  3 10      
2507.549423,3.155e-29,          0 2 0,          0 0 0, 10  5  5      , 11  8  4      
2507.699979,3.844e-29,          0 1 1,          0 2 0,  6  3  4      ,  5  1  5      
2507.991139,1.277e-26,          0 0 1,          0 1 0,  6  6  0      ,  5  4  1      
2508.156331,4.256e-27,          0 0 1,          0 1 0,  6  6  1      ,  5  4  2      
2508.431034,2.568e-29,          0 1 1,          0 2 0,  5  5  1      ,  4  3  2      
2509.589383,3.548e-27,          0 2 0,          0 0 0, 11  1 11      , 12  2 10      
2509.798922,2.969e-29,          0 1 1,          0 2 0,  6  4  3      ,  5  2  4      
2509.905485,1.17e-28,          0 0 1,          0 1 0,  9  3  6      ,  9  1  9      
2510.52019,6.54e-26,          0 0 1,          0 1 0,  7  3  5      ,  6  1  6      
2510.874185,3.937e-29,          1 0 0,          0 0 0, 13  0 13      , 14  5 10      
2510.895987,3.676e-27,          0 1 0,          0 0 0, 13  5  8      , 12  2 11      
2510.94989,4.18e-26,          0 0 1,          0 1 0,  7  5  3      ,  6  3  4      
2511.945477,1.769e-29,          1 1 0,          0 2 0,  8  3  6      ,  7  0  7      
2512.403667,7.128e-29,          0 1 1,          0 2 0,  8  4  4      ,  7  2  5      
2512.53602,1.89e-27,          1 0 0,          0 1 0,  9  5  5      ,  8  2  6      
2512.977701,2.869e-27,          1 0 0,          0 1 0,  9  3  7      ,  8  0  8      
2513.215897,1.836e-27,          0 1 0,          0 0 0, 11  7  5      , 11  2 10      
2513.864539,1.164e-28,          0 3 0,          0 1 0,  9  0  9      , 10  3  8      
2514.007827,5.083e-27,          0 1 0,          0 0 0, 17  3 14      , 16  2 15      
2514.074676,1.289e-28,          0 0 1,          0 1 0,  8  4  5      ,  8  0  8      
2514.16888,2.973e-26,          0 0 1,          0 1 0,  8  5  3      ,  7  3  4      
2514.662796,1.24e-26,          0 1 0,          0 0 0,  8  6  2      ,  7  1  7      
2514.791092,1.541e-28,          0 2 0,          0 1 0, 10  5  6      ,  9  0  9      
2514.908096,6.632e-29,          0 1 1,          0 2 0,  8  3  5      ,  7  1  6      
2515.072545,7.598e-29,          0 1 0,          0 0 0, 11 11  0      , 11  8  3      
2515.076376,2.533e-29,          0 1 0,          0 0 0, 11 11  1      , 11  8  4      
2515.193368,1.156e-28,          1 0 0,          0 1 0,  7  5  2      ,  7  0  7      
2515.235193,3.181e-29,          0 1 0,          0 0 0, 12  8  5      , 13  1 12      
2515.426793,5.106e-29,          0 2 0,          0 0 0, 13  1 13      , 13  4 10      
2515.651536,1.485e-29,          0 1 0,          0 0 0, 16  7  9      , 16  2 14      
2515.708261,1.136e-29,          1 0 0,          0 1 0, 14  5  9      , 13  4 10      
2516.292863,4.357e-27,          0 1 0,          0 0 0, 12  4  8      , 11  1 11      
2516.59023,1.199e-26,          1 0 0,          0 1 0, 10  5  6      ,  9  2  7      
2516.796377,1.502e-29,          0 1 0,          0 0 0, 17  4 14      , 16  1 15      
2516.879453,1.511e-29,          0 2 0,          0 1 0, 11  7  4      , 10  4  7      
2517.312629,3.038e-29,          0 2 0,          0 0 0, 14  2 12      , 15  5 11      
2517.621463,1.946e-29,          0 2 0,          0 0 0, 13  4  9      , 14  7  8      
2518.581751,3.691e-29,          0 1 1,          0 2 0,  7  2  5      ,  6  0  6      
2518.919461,1.988e-27,          0 1 0,          0 0 0, 13  7  6      , 12  4  9      
2519.042776,1.019e-29,          0 2 0,          0 1 0, 13  6  7      , 12  3 10      
2519.512685,1.184e-29,          0 1 0,          0 0 0, 18  6 13      , 17  3 14      
2519.722194,4.753e-27,          1 0 0,          0 1 0, 10  4  7      ,  9  1  8      
2520.210626,5.05e-26,          0 1 0,          0 0 0, 10  8  3      ,  9  5  4      
2520.22556,3.099e-28,          0 2 0,          0 0 0, 10  4  7      , 11  7  4      
2520.86612,1.567e-29,          1 0 0,          0 0 0,  9  4  5      , 10  9  2      
2521.24337,4.955e-29,          0 0 1,          0 1 0,  9  6  4      ,  9  2  7      
2521.330454,2.364e-29,          0 1 0,          0 0 0, 12 11  1      , 12  8  4      
2521.346367,7.099e-29,          0 1 0,          0 0 0, 12 11  2      , 12  8  5      
